code,label,domain,layer,reason,excluded_edge_count
26494,26494,unknown,-1,upper_hierarchy_layer,0
26496,26496,unknown,-1,upper_hierarchy_layer,0
26497,26497,unknown,-1,upper_hierarchy_layer,0
26498,26498,unknown,-1,upper_hierarchy_layer,0
26499,26499,unknown,-1,upper_hierarchy_layer,0
26500,26500,unknown,-1,upper_hierarchy_layer,0
26501,26501,unknown,-1,upper_hierarchy_layer,0
26502,26502,unknown,-1,upper_hierarchy_layer,0
26503,26503,unknown,-1,upper_hierarchy_layer,0
26504,26504,unknown,-1,upper_hierarchy_layer,0
26506,26506,unknown,-1,upper_hierarchy_layer,0
26507,26507,unknown,-1,upper_hierarchy_layer,0
26508,26508,unknown,-1,upper_hierarchy_layer,0
26509,26509,unknown,-1,upper_hierarchy_layer,0
26510,26510,unknown,-1,upper_hierarchy_layer,0
26511,26511,unknown,-1,upper_hierarchy_layer,0
26512,26512,unknown,-1,upper_hierarchy_layer,0
26513,26513,unknown,-1,upper_hierarchy_layer,0
26514,26514,unknown,-1,upper_hierarchy_layer,0
26515,26515,unknown,-1,upper_hierarchy_layer,0
26516,26516,unknown,-1,upper_hierarchy_layer,0
26517,26517,unknown,-1,upper_hierarchy_layer,0
26520,26520,unknown,-1,upper_hierarchy_layer,0
26521,26521,unknown,-1,upper_hierarchy_layer,0
26522,26522,unknown,-1,upper_hierarchy_layer,0
26523,26523,unknown,-1,upper_hierarchy_layer,0
26524,26524,unknown,-1,upper_hierarchy_layer,0
26525,26525,unknown,-1,upper_hierarchy_layer,0
26526,26526,unknown,-1,upper_hierarchy_layer,0
26527,26527,unknown,-1,upper_hierarchy_layer,0
26528,26528,unknown,-1,upper_hierarchy_layer,0
26529,26529,unknown,-1,upper_hierarchy_layer,0
26530,26530,unknown,-1,upper_hierarchy_layer,0
26531,26531,unknown,-1,upper_hierarchy_layer,0
26532,26532,unknown,-1,upper_hierarchy_layer,0
26533,26533,unknown,-1,upper_hierarchy_layer,0
26534,26534,unknown,-1,upper_hierarchy_layer,0
26535,26535,unknown,-1,upper_hierarchy_layer,0
26536,26536,unknown,-1,upper_hierarchy_layer,0
26537,26537,unknown,-1,upper_hierarchy_layer,0
26538,26538,unknown,-1,upper_hierarchy_layer,0
26539,26539,unknown,-1,upper_hierarchy_layer,0
26540,26540,unknown,-1,upper_hierarchy_layer,0
26541,26541,unknown,-1,upper_hierarchy_layer,0
26542,26542,unknown,-1,upper_hierarchy_layer,0
26543,26543,unknown,-1,upper_hierarchy_layer,0
26544,26544,unknown,-1,upper_hierarchy_layer,0
26545,26545,unknown,-1,upper_hierarchy_layer,0
26546,26546,unknown,-1,upper_hierarchy_layer,0
26547,26547,unknown,-1,upper_hierarchy_layer,0
26548,26548,unknown,-1,upper_hierarchy_layer,0
26549,26549,unknown,-1,upper_hierarchy_layer,0
26550,26550,unknown,-1,upper_hierarchy_layer,0
26551,26551,unknown,-1,upper_hierarchy_layer,0
26552,26552,unknown,-1,upper_hierarchy_layer,0
26553,26553,unknown,-1,upper_hierarchy_layer,0
26554,26554,unknown,-1,upper_hierarchy_layer,0
26555,26555,unknown,-1,upper_hierarchy_layer,0
26556,26556,unknown,-1,upper_hierarchy_layer,0
26557,26557,unknown,-1,upper_hierarchy_layer,0
26558,26558,unknown,-1,upper_hierarchy_layer,0
26559,26559,unknown,-1,upper_hierarchy_layer,0
26560,26560,unknown,-1,upper_hierarchy_layer,0
26561,26561,unknown,-1,upper_hierarchy_layer,0
26562,26562,unknown,-1,upper_hierarchy_layer,0
26563,26563,unknown,-1,upper_hierarchy_layer,0
26565,26565,unknown,-1,upper_hierarchy_layer,0
26566,26566,unknown,-1,upper_hierarchy_layer,0
26567,26567,unknown,-1,upper_hierarchy_layer,0
26568,26568,unknown,-1,upper_hierarchy_layer,0
26569,26569,unknown,-1,upper_hierarchy_layer,0
26570,26570,unknown,-1,upper_hierarchy_layer,0
26571,26571,unknown,-1,upper_hierarchy_layer,0
26572,26572,unknown,-1,upper_hierarchy_layer,0
26573,26573,unknown,-1,upper_hierarchy_layer,0
26574,26574,unknown,-1,upper_hierarchy_layer,0
26575,26575,unknown,-1,upper_hierarchy_layer,0
26576,26576,unknown,-1,upper_hierarchy_layer,0
26577,26577,unknown,-1,upper_hierarchy_layer,0
26578,26578,unknown,-1,upper_hierarchy_layer,0
26579,26579,unknown,-1,upper_hierarchy_layer,0
26580,26580,unknown,-1,upper_hierarchy_layer,0
26581,26581,unknown,-1,upper_hierarchy_layer,0
26582,26582,unknown,-1,upper_hierarchy_layer,0
26583,26583,unknown,-1,upper_hierarchy_layer,0
26584,26584,unknown,-1,upper_hierarchy_layer,0
26585,26585,unknown,-1,upper_hierarchy_layer,0
26587,26587,unknown,-1,upper_hierarchy_layer,0
26588,26588,unknown,-1,upper_hierarchy_layer,0
26589,26589,unknown,-1,upper_hierarchy_layer,0
26590,26590,unknown,-1,upper_hierarchy_layer,0
26591,Consumer Spending Category 26591,Environment,5,numeric_category_id,324
26592,26592,unknown,-1,upper_hierarchy_layer,0
26593,26593,unknown,-1,upper_hierarchy_layer,0
26594,26594,unknown,-1,upper_hierarchy_layer,0
26595,26595,unknown,-1,upper_hierarchy_layer,0
26596,26596,unknown,-1,upper_hierarchy_layer,0
26597,26597,unknown,-1,upper_hierarchy_layer,0
26598,26598,unknown,-1,upper_hierarchy_layer,0
26599,26599,unknown,-1,upper_hierarchy_layer,0
26600,26600,unknown,-1,upper_hierarchy_layer,0
26601,26601,unknown,-1,upper_hierarchy_layer,0
26602,26602,unknown,-1,upper_hierarchy_layer,0
26603,Consumer Spending Category 26603,Environment,5,numeric_category_id,108
26604,26604,unknown,-1,upper_hierarchy_layer,0
26605,26605,unknown,-1,upper_hierarchy_layer,0
26606,26606,unknown,-1,upper_hierarchy_layer,0
26607,26607,unknown,-1,upper_hierarchy_layer,0
26608,26608,unknown,-1,upper_hierarchy_layer,0
26609,26609,unknown,-1,upper_hierarchy_layer,0
26611,26611,unknown,-1,upper_hierarchy_layer,0
26612,26612,unknown,-1,upper_hierarchy_layer,0
26613,26613,unknown,-1,upper_hierarchy_layer,0
26614,26614,unknown,-1,upper_hierarchy_layer,0
26615,26615,unknown,-1,upper_hierarchy_layer,0
26616,26616,unknown,-1,upper_hierarchy_layer,0
26617,26617,unknown,-1,upper_hierarchy_layer,0
26618,26618,unknown,-1,upper_hierarchy_layer,0
26619,26619,unknown,-1,upper_hierarchy_layer,0
26620,26620,unknown,-1,upper_hierarchy_layer,0
26621,26621,unknown,-1,upper_hierarchy_layer,0
26622,26622,unknown,-1,upper_hierarchy_layer,0
26623,26623,unknown,-1,upper_hierarchy_layer,0
26624,26624,unknown,-1,upper_hierarchy_layer,0
26652,Consumer Spending Category 26652,Environment,5,numeric_category_id,216
299932,Consumer Spending Category (Recreation and Culture),Economic,4,numeric_category_id,352
3,Income & Living Standards,Economic,1,non_indicator_hierarchy_node,0
4,Equality & Fairness,Economic,1,non_indicator_hierarchy_node,0
40041,Price Comparison Category 40041,Economic,4,numeric_category_id,980
404,Price Comparison Category 404,Education,4,numeric_category_id,104
41906,Consumer Spending Category 41906,Economic,5,numeric_category_id,108
41907,Spending Category 41907,Environment,5,numeric_category_id,1260
41908,Consumer Spending Category 41908,Economic,5,numeric_category_id,1197
41915,International Price Comparison Category 41915,Economic,5,numeric_category_id,384
41918,Consumer Spending Category (Transport Services),Economic,5,numeric_category_id,834
41927,International Price Comparison - Category 41927,Economic,4,numeric_category_id,2186
41940,Consumer Spending Category 41940,Economic,5,numeric_category_id,668
42097,Consumer Spending Category 42097,Environment,5,numeric_category_id,420
42099,Consumer Spending Category 42099,Economic,5,numeric_category_id,840
42101,Healthcare Spending,Environment,5,numeric_category_id,980
42104,Price Comparison Category 42104,Environment,5,numeric_category_id,808
42614,International Price Comparison Category,Environment,5,numeric_category_id,856
42615,Household Equipment Spending,Economic,5,numeric_category_id,312
42619,Price Comparison Category 42619,Environment,4,numeric_category_id,312
42620,Household Spending Category 42620,Environment,5,numeric_category_id,800
42635,Spending on Public Transportation,Economic,5,numeric_category_id,88
42654,Consumer Spending Category 42654,Environment,5,numeric_category_id,208
43617,Consumer Spending Category,Environment,5,numeric_category_id,840
5,Safety & Security,Security,1,non_indicator_hierarchy_node,0
6,Governance & Democracy,Governance,1,non_indicator_hierarchy_node,0
7,Infrastructure & Access,Development,1,non_indicator_hierarchy_node,0
8,Employment & Work,Economic,1,non_indicator_hierarchy_node,0
9,Environment & Sustainability,Environment,1,non_indicator_hierarchy_node,0
999973,Consumer Spending Category 999973,Economic,5,numeric_category_id,420
999974,Consumer Spending Category (Net Purchases Abroad),Economic,5,numeric_category_id,804
999975,999975,unknown,-1,upper_hierarchy_layer,0
999977,999977,unknown,-1,upper_hierarchy_layer,0
999978,999978,unknown,-1,upper_hierarchy_layer,0
999988,International Price Comparison - Category 999988,Economic,5,numeric_category_id,1120
AG.LND.PRCP.MM,AG.LND.PRCP.MM,unknown,-1,upper_hierarchy_layer,0
AG.LND.TOTL.K2,AG.LND.TOTL.K2,unknown,-1,upper_hierarchy_layer,0
AG.SRF.TOTL.K2,AG.SRF.TOTL.K2,unknown,-1,upper_hierarchy_layer,0
ASTAFF.6T8,ASTAFF.6T8,unknown,-1,upper_hierarchy_layer,0
ASTAFF.6T8.M,ASTAFF.6T8.M,unknown,-1,upper_hierarchy_layer,0
BI.WAG.TOTL.GD.ZS,BI.WAG.TOTL.GD.ZS,unknown,-1,upper_hierarchy_layer,0
BI.WAG.TOTL.PB.ZS,BI.WAG.TOTL.PB.ZS,unknown,-1,upper_hierarchy_layer,0
BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.WD.GD.ZS,unknown,-1,upper_hierarchy_layer,0
BX.PEF.TOTL.CD.WD,BX.PEF.TOTL.CD.WD,unknown,-1,upper_hierarchy_layer,0
COWcode,COWcode,unknown,-1,upper_hierarchy_layer,0
CR.1.Q1.LPIA,CR.1.Q1.LPIA,unknown,-1,upper_hierarchy_layer,0
CR.1.Q2.F.LPIA,CR.1.Q2.F.LPIA,unknown,-1,upper_hierarchy_layer,0
CR.1.RUR.Q5,CR.1.RUR.Q5,unknown,-1,upper_hierarchy_layer,0
CR.3.Q3.M.LPIA,CR.3.Q3.M.LPIA,unknown,-1,upper_hierarchy_layer,0
CR.3.Q5.LPIA,CR.3.Q5.LPIA,unknown,-1,upper_hierarchy_layer,0
CR.3.URB.Q3.F,CR.3.URB.Q3.F,unknown,-1,upper_hierarchy_layer,0
CR.3.URB.Q3.GPIA,CR.3.URB.Q3.GPIA,unknown,-1,upper_hierarchy_layer,0
CR.MOD.1,CR.MOD.1,unknown,-1,upper_hierarchy_layer,0
CR.MOD.1.F,CR.MOD.1.F,unknown,-1,upper_hierarchy_layer,0
CR.MOD.1.GPIA,CR.MOD.1.GPIA,unknown,-1,upper_hierarchy_layer,0
CR.MOD.1.M,CR.MOD.1.M,unknown,-1,upper_hierarchy_layer,0
DC.DAC.CECL.CD,DC.DAC.CECL.CD,unknown,-1,upper_hierarchy_layer,0
DT.NFL.UNDP.CD,DT.NFL.UNDP.CD,unknown,-1,upper_hierarchy_layer,0
DebtA,DebtA,unknown,-1,upper_hierarchy_layer,0
DebtForg,DebtForg,unknown,-1,upper_hierarchy_layer,0
DebtL,DebtL,unknown,-1,upper_hierarchy_layer,0
Deriv,Deriv,unknown,-1,upper_hierarchy_layer,0
DirectAbroad,DirectAbroad,unknown,-1,upper_hierarchy_layer,0
DirectIn,DirectIn,unknown,-1,upper_hierarchy_layer,0
E.5T8.FOREIGN.ORG40500,E.5T8.FOREIGN.ORG40500,unknown,-1,upper_hierarchy_layer,0
EA.1T8.AG25T99.GPIA,EA.1T8.AG25T99.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.1T8.AG25T99.LPIA,EA.1T8.AG25T99.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.1T8.AG25T99.RUR.F,EA.1T8.AG25T99.RUR.F,unknown,-1,upper_hierarchy_layer,0
EA.2T8.AG25T99.F.LPIA,EA.2T8.AG25T99.F.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.2T8.AG25T99.RUR.F,EA.2T8.AG25T99.RUR.F,unknown,-1,upper_hierarchy_layer,0
EA.2T8.AG25T99.RUR.GPIA,EA.2T8.AG25T99.RUR.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.3T8.AG25T99.F.LPIA,EA.3T8.AG25T99.F.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.3T8.AG25T99.M.LPIA,EA.3T8.AG25T99.M.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.3T8.AG25T99.Q5.F,EA.3T8.AG25T99.Q5.F,unknown,-1,upper_hierarchy_layer,0
EA.3T8.AG25T99.RUR.GPIA,EA.3T8.AG25T99.RUR.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.4T8.AG25T99.RUR,EA.4T8.AG25T99.RUR,unknown,-1,upper_hierarchy_layer,0
EA.4T8.AG25T99.RUR.GPIA,EA.4T8.AG25T99.RUR.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.4T8.AG25T99.RUR.M,EA.4T8.AG25T99.RUR.M,unknown,-1,upper_hierarchy_layer,0
EA.4T8.AG25T99.URB,EA.4T8.AG25T99.URB,unknown,-1,upper_hierarchy_layer,0
EA.4T8.AG25T99.URB.F,EA.4T8.AG25T99.URB.F,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99,EA.5T8.AG25T99,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.F,EA.5T8.AG25T99.F,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.GPIA,EA.5T8.AG25T99.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.LPIA,EA.5T8.AG25T99.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.M,EA.5T8.AG25T99.M,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.M.LPIA,EA.5T8.AG25T99.M.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.RUR,EA.5T8.AG25T99.RUR,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.RUR.M,EA.5T8.AG25T99.RUR.M,unknown,-1,upper_hierarchy_layer,0
EA.5T8.AG25T99.URB.F,EA.5T8.AG25T99.URB.F,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99,EA.6T8.AG25T99,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.F,EA.6T8.AG25T99.F,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.LPIA,EA.6T8.AG25T99.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.M,EA.6T8.AG25T99.M,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.M.LPIA,EA.6T8.AG25T99.M.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.RUR,EA.6T8.AG25T99.RUR,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.RUR.M,EA.6T8.AG25T99.RUR.M,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.URB,EA.6T8.AG25T99.URB,unknown,-1,upper_hierarchy_layer,0
EA.6T8.AG25T99.URB.F,EA.6T8.AG25T99.URB.F,unknown,-1,upper_hierarchy_layer,0
EA.7T8.AG25T99.F,EA.7T8.AG25T99.F,unknown,-1,upper_hierarchy_layer,0
EA.7T8.AG25T99.F.LPIA,EA.7T8.AG25T99.F.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.7T8.AG25T99.RUR.F,EA.7T8.AG25T99.RUR.F,unknown,-1,upper_hierarchy_layer,0
EA.7T8.AG25T99.RUR.GPIA,EA.7T8.AG25T99.RUR.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.7T8.AG25T99.RUR.M,EA.7T8.AG25T99.RUR.M,unknown,-1,upper_hierarchy_layer,0
EA.7T8.AG25T99.URB.GPIA,EA.7T8.AG25T99.URB.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.7T8.AG25T99.URB.M,EA.7T8.AG25T99.URB.M,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.F,EA.8.AG25T99.F,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.F.LPIA,EA.8.AG25T99.F.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.LPIA,EA.8.AG25T99.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.M.LPIA,EA.8.AG25T99.M.LPIA,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.RUR,EA.8.AG25T99.RUR,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.RUR.F,EA.8.AG25T99.RUR.F,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.RUR.GPIA,EA.8.AG25T99.RUR.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.RUR.M,EA.8.AG25T99.RUR.M,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.URB.F,EA.8.AG25T99.URB.F,unknown,-1,upper_hierarchy_layer,0
EA.8.AG25T99.URB.GPIA,EA.8.AG25T99.URB.GPIA,unknown,-1,upper_hierarchy_layer,0
EA.S1T8.AG25T99.RUR.F,EA.S1T8.AG25T99.RUR.F,unknown,-1,upper_hierarchy_layer,0
EF.EFM.OVRL.XD,EF.EFM.OVRL.XD,unknown,-1,upper_hierarchy_layer,0
EF.EFM.RANK.XD,EF.EFM.RANK.XD,unknown,-1,upper_hierarchy_layer,0
EN.CLC.HDDY.XD,EN.CLC.HDDY.XD,unknown,-1,upper_hierarchy_layer,0
EN.CLC.HEAT.XD,EN.CLC.HEAT.XD,unknown,-1,upper_hierarchy_layer,0
EN.CLC.SPEI.XD,EN.CLC.SPEI.XD,unknown,-1,upper_hierarchy_layer,0
EN.GHG.N2O.MT.CE.AR5,EN.GHG.N2O.MT.CE.AR5,unknown,-1,upper_hierarchy_layer,0
EN.URB.LCTY,EN.URB.LCTY,unknown,-1,upper_hierarchy_layer,0
ER.H2O.INTR.K3,ER.H2O.INTR.K3,unknown,-1,upper_hierarchy_layer,0
ETOIP.01.PU,Primary Teacher Outreach Coverage,Education,5,label_coverage_metric,516
ETOIP.2.PR.M,ETOIP.2.PR.M,unknown,-1,upper_hierarchy_layer,0
ETOIP.3.PU.M,Male Teacher Coverage in Public High Schools,Education,5,label_coverage_metric,1990
ETOIP.4.PR.M,ETOIP.4.PR.M,unknown,-1,upper_hierarchy_layer,0
EV1524P.2T5.V.F,EV1524P.2T5.V.F,unknown,-1,upper_hierarchy_layer,0
EV1524P.2T5.V.GPIA,EV1524P.2T5.V.GPIA,unknown,-1,upper_hierarchy_layer,0
EV1524P.2T5.V.M,EV1524P.2T5.V.M,unknown,-1,upper_hierarchy_layer,0
EquityA,EquityA,unknown,-1,upper_hierarchy_layer,0
EquityL,EquityL,unknown,-1,upper_hierarchy_layer,0
FINPROTECTION_IMPOV_ESTIMATE_AVAILABLE,FINPROTECTION_IMPOV_ESTIMATE_AVAILABLE,unknown,-1,upper_hierarchy_layer,0
FOSGP.5T8.F600.M,FOSGP.5T8.F600.M,unknown,-1,upper_hierarchy_layer,0
FOSGP.5T8.F800.F,FOSGP.5T8.F800.F,unknown,-1,upper_hierarchy_layer,0
FOSGP.5T8.FUK.GPIA,FOSGP.5T8.FUK.GPIA,unknown,-1,upper_hierarchy_layer,0
FR_ind,FR_ind,unknown,-1,upper_hierarchy_layer,0
GAR.5T8,GAR.5T8,unknown,-1,upper_hierarchy_layer,0
GAR.5T8.F,GAR.5T8.F,unknown,-1,upper_hierarchy_layer,0
GAR.5T8.M,GAR.5T8.M,unknown,-1,upper_hierarchy_layer,0
GDI_TC,GDI_TC,unknown,-1,upper_hierarchy_layer,0
GFDD.OI.19,GFDD.OI.19,unknown,-1,upper_hierarchy_layer,0
GHED_CHEGDP_SHA2011,GHED_CHEGDP_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_CHE_pc_US_SHA2011,GHED_CHE_pc_US_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_EXTCHE_SHA2011,GHED_EXTCHE_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_EXT_pc_US_SHA2011,GHED_EXT_pc_US_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_GGHE-DCHE_SHA2011,GHED_GGHE-DCHE_SHA2011,unknown,-1,upper_hierarchy_layer,0
GHED_GGHE-DGGE_SHA2011,GHED_GGHE-DGGE_SHA2011,unknown,-1,upper_hierarchy_layer,0
